ID Next,Nombre,EAN,SKU,URL Foto24,URL Photo24,Precio F24,Marca
FT_004255,Genesis Base PLL-D810 L-Type Plate,5901698711931,0713623295,https://www.foto24.com/plato-de-liberacion-genesis-pll-d810-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-d810-type-l.html,39.99,Genesis
FT_004086,Genesis Base PLL-EM1 L-Type Plate,5901698710842,0713623296,https://www.foto24.com/plato-de-liberacion-rapida-genesis-pll-em1-tipo-l.html,https://www.photo24.fr/plateau-de-liberation-rapide-genesis-pll-em1-tipo-l.html,31.99,Genesis
FT_004085,Genesis Base PLL-RX1 L-Type Plate,5901698710835,0713623297,https://www.foto24.com/plato-de-liberacion-genesis-pll-rx1-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-rx1-type-l.html,38.99,Genesis
FT_004088,Genesis Base PLL-XT1 L-Type Plate,5901698710866,0713623298,https://www.foto24.com/plato-de-liberacion-rapida-genesis-pll-xt1-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-xt1-type-l.html,24.99,Genesis
FT_004243,Genesis Base RF-50 Rubber Suction Cup Feet,5901698714185,0713623299,https://www.foto24.com/puntas-de-acero-y-goma-genesis-base-rf-50.html,https://www.photo24.fr/pointes-en-acier-et-caoutchouc-genesis-base-rf-50.html,9.99,Genesis
FT_004242,Genesis Base RF-80 Rubber Suction Cup Feet,5901698714192,0713623300,https://www.foto24.com/puntas-de-acero-y-goma-genesis-rf-80.html,https://www.photo24.fr/pointes-en-acier-et-caoutchouc-genesis-rf-80.html,14.99,Genesis
FT_004091,Genesis Base Spikes,5901698710897,0713623301,https://www.foto24.com/puntas-acero-y-goma-genesis-spikes.html,https://www.photo24.fr/pointes-en-acier-et-caoutchouc-genesis-spikes.html,54.99,Genesis
FT_004535,Genesis Base ABT Kit Grey,5901698714796,0713633150,https://www.foto24.com/kit-genesis-base-tripode-abt-rotula-abh-36-gris.html,https://www.photo24.fr/kit-genesis-trepied-abt-rotule-abh-36-gris.html,69.99,Genesis
FT_004443,Genesis Base Mini ABT Kit green,5901698714550,0713633151,https://www.foto24.com/mini-tripode-genesis-base-abt-verde.html,https://www.photo24.fr/mini-trepied-genesis-base-abt-vert.html,64.99,Genesis
FT_004569,Genesis Base Mini ABT Kit grey,5901698714802,0713932098,https://www.foto24.com/mini-tripode-genesis-base-abt-gris.html,https://www.photo24.fr/mini-trepied-genesis-base-abt-gris.html,64.99,Genesis
FT_004570,Genesis Base CVT-10 + VF-6.0 Video Kit,5901698714833,0713988387,https://www.foto24.com/kit-video-genesis-cvt-10-cabezal-vf-6-0.html,https://www.photo24.fr/kit-video-genesis-cvt-10-rotule-vf-6-0.html,169.99,Genesis
FT_003364,Genesis UNI Baseplate System,5901698713201,0716432092,https://www.foto24.com/sistema-de-montura-y-barras-genesis-uni-baseplate.html,https://www.photo24.fr/systeme-de-monture-et-barres-genesis-uni-baseplate.html,72.99,Genesis
FT_004730,Genesis Base PLL-A6500 L- Type Plate,5901698716660,0716449865,https://www.foto24.com/plato-de-liberacion-rapida-genesis-base-pll-a6500-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-base-pll-a6500-type-l.html,39.99,Genesis
FT_004773,Genesis Base PLL-A9 Plate,5901698716769,0716449866,https://www.foto24.com/placa-de-liberacion-rapida-genesis-base-pll-a9-tipo-l.html,https://www.photo24.fr/plaque-rapide-genesis-base-pll-a9-type-l.html,39.99,Genesis
FT_004536,Genesis Base PLL-D500 L-Type Plate,5901698714826,0716449867,https://www.foto24.com/plato-de-liberacion-rapida-genesis-pll-d500-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-d500-type-l.html,39.99,Genesis
FT_004774,Genesis Base PLL-D7500 L Plate,5901698716776,0716449868,https://www.foto24.com/plato-de-liberacion-rapida-genesis-pll-d7500-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-d7500-type-l.html,39.99,Genesis
FT_004776,Genesis Base PLL-D850 L-Plate,5901698716790,0716449869,https://www.foto24.com/plato-de-liberacion-rapida-genesis-pll-d850-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-d850-type-l.html,39.99,Genesis
FT_004726,Genesis Base PLL-GH4 L- Type Plate,5901698716622,0716449870,https://www.foto24.com/plato-de-liberacion-rapida-genesis-pll-gh4-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-gh4-type-l.html,39.99,Genesis
FT_004775,Genesis Base PLL-GH5 Plate,5901698716783,0716449871,https://www.foto24.com/plato-de-liberacion-rapida-genesis-pll-gh5-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-gh5-type-l.html,39.99,Genesis
FT_004731,Genesis Base PLL-X100F L- Type Plate,5901698716677,0716449872,https://www.foto24.com/plato-de-liberacion-rapida-genesis-pll-x100f-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-x100f-type-l.html,39.99,Genesis
FT_004729,Genesis Base PLL-XT2 L-Type Plate,5901698716653,0716449873,https://www.foto24.com/plato-de-liberacion-genesis-pll-xt2-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-xt2-type-l.html,39.99,Genesis
FT_004732,Genesis Base PLL-XT20 L- Type Plate,5901698716684,0716449874,https://www.foto24.com/plato-de-liberacion-rapida-genesis-pll-xt20-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-xt20-type-l.html,39.99,Genesis
FT_004537,Genesis Base PLL-K1 L-Type Plate,5901698714819,0716449875,https://www.foto24.com/plato-de-liberacion-rapida-genesis-pll-k1-tipo-l.html,https://www.photo24.fr/plateau-rapide-genesis-pll-k1-type-l.html,39.99,Genesis
FT_004772,Genesis Base PLL-77D Plate,5901698716752,0721375574,https://www.foto24.com/plato-de-liberacion-rapida-genesis-base-pll-77d.html,https://www.photo24.fr/plateau-rapide-genesis-base-pll-77d.html,39.99,Genesis
,Punta de acero Genesis ZC standard para las series C y A,,0722857028,https://www.foto24.com/punta-de-acero-genesis-zc-standard-para-las-series-c-y-a.html,https://www.photo24.fr/pointe-en-acier-genesis-zc-standard-pour-les-series-c-et-a.html,9.99,Genesis
,Pie de goma Genesis ZC standard para trĂ­podes C5 y A5,,0722857029,https://www.foto24.com/pie-de-goma-genesis-zc-standard-para-tripodes-c5-y-a5.html,https://www.photo24.fr/pied-en-caoutchouc-genesis-zc-standard-pour-trepieds-c5-et-a5.html,5.99,Genesis
FT_003361,Genesis Magic Arm 7.0,5901698713096,0723342689,https://www.foto24.com/brazo-genesis-gear-magic-7-0.html,https://www.photo24.fr/bras-genesis-gear-magic-7-0.html,39.99,Genesis
FT_003362,Genesis Magic Arm 11.0,5901698713102,0723342690,https://www.foto24.com/brazo-genesis-gear-magic-11-0.html,https://www.photo24.fr/bras-genesis-gear-magic-11-0.html,47.99,Genesis
FT_004503,Genesis Denali Orange backpack,5901698714697,0723342691,https://www.foto24.com/genesis-gear-denali-mochila-fotografica-naranja.html,https://www.photo24.fr/genesis-gear-denali-sac-a-dos-photo-orange.html,66.99,Genesis
FT_004504,Genesis Denali Grey backpack,5901698714703,0723342692,https://www.foto24.com/genesis-gear-denali-mochila-fotografica-gris.html,https://www.photo24.fr/genesis-gear-denali-sac-a-dos-photo-gris.html,66.99,Genesis
FT_004505,Genesis Denali Green backpack,5901698714710,0723342693,https://www.foto24.com/genesis-gear-denali-mochila-fotografica-verde.html,https://www.photo24.fr/genesis-gear-denali-sac-a-dos-vert.html,66.99,Genesis
FT_003690,Genesis Tacit S gray,5901698710477,0723342694,https://www.foto24.com/genesis-gear-tacit-bolsa-fotografica-s-gris.html,https://www.photo24.fr/genesis-gear-tacit-sac-photo-s-gris.html,14.99,Genesis
FT_003689,Genesis Tacit M gray,5901698710484,0723342695,https://www.foto24.com/genesis-gear-tacit-bolsa-fotografica-m-gris.html,https://www.photo24.fr/genesis-gear-tacit-sac-photo-m-gris.html,24.99,Genesis
FT_004723,Genesis Tacit L Gray,5901698716592,0723342696,https://www.foto24.com/genesis-gear-tacit-bolsa-fotografica-l-gris.html,https://www.photo24.fr/genesis-gear-tacit-sac-photo-l-gris.html,41.99,Genesis
FT_004779,Genesis Base GMR-150 Macro Rail,5901698716813,0726166523,https://www.foto24.com/rail-de-precision-para-macro-genesis-gmr-150.html,https://www.photo24.fr/rail-de-precision-macro-genesis-gmr-150.html,131.99,Genesis
FT_005136,Genesis Gear Orion olive bag,5901698718084,C00084,https://www.foto24.com/genesis-gear-orion-bolsa-fotografica.html,https://www.photo24.fr/genesis-gear-orion-sac-photo.html,27.99,Genesis
FT_009484,Genesis Gear camera strap 150x4cm model 01,5901698720711,DI1272,https://www.foto24.com/correa-genesis-azul-amarillo-y-marron.html,https://www.photo24.fr/sangle-genesis-bleue-jaune-et-marron.html,18.99,Genesis
FT_009490,Genesis Gear camera strap 150x4cm model 07,5901698720773,DI1275,https://www.foto24.com/correa-genesis-marron.html,https://www.photo24.fr/sangle-genesis-marron.html,20.99,Genesis
FT_009485,Genesis Gear camera strap 150x4cm model 02,5901698720728,DI1277,https://www.foto24.com/correa-genesis-blanca-y-negra.html,https://www.photo24.fr/sangle-genesis-noir-et-blanc.html,18.99,Genesis
FT_009489,Genesis Gear camera strap 150x4cm model 06,5901698720766,DI1281,https://www.foto24.com/correa-genesis-gris.html,https://www.photo24.fr/sangle-genesis-grise.html,20.99,Genesis
FT_009487,Genesis Gear camera strap 150x4cm model 04,5901698720742,DI1282,https://www.foto24.com/correa-genesis-azul.html,https://www.photo24.fr/sangle-genesis-bleue.html,20.99,Genesis
FT_009486,Genesis Gear camera strap 150x4cm model 03,5901698720735,DI1291,https://www.foto24.com/correa-genesis-motivos-etnicos.html,https://www.photo24.fr/sangle-genesis-motifs-ethniques.html,20.99,Genesis
FT_009488,Genesis Gear camera strap 150x4cm model 05,5901698720759,DI1295,https://www.foto24.com/correa-genesis-multicolor.html,https://www.photo24.fr/sangle-genesis-multicolore.html,20.99,Genesis
FT_000992,Genesis SK-R01CW Counterweight,4897032700697,DI3100,https://www.foto24.com/contrapeso-genesis-sk-r01cw.html,https://www.photo24.fr/contrepoids-genesis-sk-r01cw.html,27.99,Genesis
FT_000989,Genesis ADO 120 SK-GT02 Cam Slider,4897032700567,DI3110,https://www.foto24.com/riel-de-deslizamiento-genesis-sk-gt02-ado-120cm.html,https://www.photo24.fr/rail-de-travelling-genesis-sk-gt02-120cm.html,95.99,Genesis
FT_000988,Genesis ADO 60 SK-GT01 Cam Slider,4897032700550,DI3111,https://www.foto24.com/riel-de-deslizamiento-genesis-ado-60cm.html,https://www.photo24.fr/rail-de-travelling-genesis-ado-60cm.html,84.99,Genesis
FT_003360,Genesis M-box,5901698713065,M00141,https://www.foto24.com/genesis-m-box-matte-box-parasol-para-video.html,https://www.photo24.fr/genesis-m-box-matte-box-pare-soleil-video.html,154.99,Genesis
FT_004811,ZC middle hook for C5/A5 tripod,5901698717148,M00194,https://www.foto24.com/gancho-genesis-para-columna-de-tripodes-a5-y-c5.html,https://www.photo24.fr/crochet-genesis-pour-colonne-des-trepieds-a5-et-c5.html,9.99,Genesis
FT_002870,Genesis Nattai backpack,5901698719012,M00333,https://www.foto24.com/genesis-gear-nattai-mochila-fotografica-gris.html,https://www.photo24.fr/genesis-gear-nattai-sac-a-dos-photo-gris.html,37.99,Genesis
FT_004591,Genesis Ursa L Grey,5901698716189,M00334,https://www.foto24.com/genesis-gear-ursa-bolsa-fotografica-l-gris.html,https://www.photo24.fr/genesis-gear-ursa-sac-photo-l-gris.html,69.99,Genesis
FT_003679,Genesis ESOX GoPro HERO 3+/4 Gimbal Stabilizer,5901698710095,M00556,https://www.foto24.com/genesis-esox-gopro-hero-3-3-4-estabilizador-gimbal.html,https://www.photo24.fr/genesis-esox-gopro-hero-3-3-4-stabilisateur-gimbal.html,222.99,Genesis
FT_003998,Genesis Genesis B-Slide 120 II,5901698710187,M00558,https://www.foto24.com/genesis-b-slide-120-ii-riel-de-deslizamiento-120cm.html,https://www.photo24.fr/genesis-b-slide-120-ii-rail-de-travelling-120cm.html,143.99,Genesis
FT_004000,Genesis CineView LCD Viewfinder PRO Panasonic GH3/GH4,5901698710545,M00561,https://www.foto24.com/visor-optico-genesis-cineview-lcd-pro-para-panasonic-gh3-gh4.html,https://www.photo24.fr/viseur-optique-genesis-cineview-lcd-pro-pour-panasonic-gh3-gh4.html,67.99,Genesis
FT_002628,Genesis Boston orange,5901698712570,M00563,https://www.foto24.com/genesis-boston-bolsa-fotografica-naranja.html,https://www.photo24.fr/genesis-boston-sac-photo-orange.html,34.99,Genesis
FT_003723,Genesis Rover S toploader bag orange - GRADE II,5901698710378,M00564,https://www.foto24.com/genesis-rover-bolsa-fotografica-s-naranja.html,https://www.photo24.fr/genesis-rover-sac-photo-s-orange.html,32.99,Genesis
FT_002626,Genesis Metro orange,5901698712815,M00565,https://www.foto24.com/genesis-metro-bolsa-fotografica-naranja.html,https://www.photo24.fr/genesis-metro-sac-photo-orange.html,44.99,Genesis
FT_002627,Genesis Boston graphite,5901698712563,M00566,https://www.foto24.com/genesis-boston-bolsa-fotografica-gris.html,https://www.photo24.fr/genesis-boston-sac-photo-gris.html,34.99,Genesis
FT_002629,Genesis Boston black,5901698712556,M00567,https://www.foto24.com/genesis-boston-bolsa-fotografica-negra.html,https://www.photo24.fr/genesis-boston-sac-photo-noir.html,34.99,Genesis
FT_002233,Genesis Yapco Cam Stabilizer,5901698700911,M00586,https://www.foto24.com/estabilizador-genesis-yapco.html,https://www.photo24.fr/stabilisateur-genesis-yapco.html,230.99,Genesis
xxx,Genesis Cinema Skater Plataforma de deslizamiento Dolly,5901698713232,M00591,https://www.foto24.com/genesis-cinema-skater-plataforma-de-deslizamiento-dolly.html,https://www.photo24.fr/genesis-cinema-skater-plateforme-de-travelling-dolly.html,99.99,Genesis
FT_003999,"Genesis CineView LCD Viewfinder PRO 3 / 3,2",5901698713164,M00615,https://www.foto24.com/visor-optico-genesis-cineview-lcd-pro-3-3-2.html,https://www.photo24.fr/viseur-optique-genesis-cineview-lcd-pro-3-3-2.html,59.99,Genesis
FT_004001,Genesis CineView LCD Viewfinder PRO BMPCC,5901698710521,M00617,https://www.foto24.com/visor-optico-genesis-cineview-lcd-pro-para-blackmagic-pocket-cinema.html,https://www.photo24.fr/viseur-optique-genesis-cineview-lcd-pro-pour-blackmagic-pocket-cinema.html,64.99,Genesis
FT_008082,Genesis Vlog Set,5901698719920,M00629,https://www.foto24.com/genesis-vlog-set.html,https://www.photo24.fr/genesis-vlog-set.html,36.99,Genesis
FT_003356,Genesis Cine VSS,5901698713058,M00819,https://www.foto24.com/estabilizador-de-hombro-genesis-cine-vss.html,https://www.photo24.fr/stabilisateur-d-epaule-genesis-cine-vss.html,219.99,Genesis
FT_004735,Genesis Ursa L Blue,5901698716714,M01078,https://www.foto24.com/genesis-gear-ursa-bolsa-fotografica-l-azul.html,https://www.photo24.fr/genesis-gear-ursa-sac-photo-l-bleu.html,58.99,Genesis
FT_004736,Genesis Ursa L Green,5901698716721,M01079,https://www.foto24.com/genesis-gear-ursa-bolsa-fotografica-l-verde.html,https://www.photo24.fr/genesis-gear-ursa-sac-photo-l-vert.html,58.99,Genesis
FT_004981,Genesis Ursa L Slim Gray,5901698717797,M01080,https://www.foto24.com/genesis-gear-ursa-bolsa-fotografica-l-slim-gris.html,https://www.photo24.fr/genesis-gear-ursa-sac-photo-l-slim-gris.html,55.99,Genesis
FT_004733,Genesis Ursa M Blue,5901698716691,M01081,https://www.foto24.com/genesis-gear-ursa-bolsa-fotografica-m-azul.html,https://www.photo24.fr/genesis-gear-ursa-sac-photo-m-bleu.html,48.99,Genesis
FT_004734,Genesis Ursa M Green,5901698716707,M01082,https://www.foto24.com/genesis-gear-ursa-bolsa-fotografica-m-verde.html,https://www.photo24.fr/genesis-gear-ursa-sac-photo-m-vert.html,48.99,Genesis
FT_004590,Genesis Ursa M Grey,5901698716172,M01083,https://www.foto24.com/genesis-gear-ursa-bolsa-fotografica-m-gris.html,https://www.photo24.fr/genesis-gear-ursa-sac-photo-m-gris.html,48.99,Genesis
FT_004594,Genesis Ursa Raincover L,5901698716219,M01084,https://www.foto24.com/genesis-ursa-l-funda-protectora-impermeable.html,https://www.photo24.fr/genesis-ursa-l-housse-protectrice-impermeable.html,5.99,Genesis
FT_004593,Genesis Ursa Raincover M,5901698716202,M01085,https://www.foto24.com/genesis-ursa-m-funda-protectora-impermeable.html,https://www.photo24.fr/genesis-ursa-m-housse-protectrice-impermeable.html,4.99,Genesis
FT_003688,Genesis Tacit L Green,5901698710491,M01123,https://www.foto24.com/genesis-gear-tacit-bolsa-fotografica-l-verde.html,https://www.photo24.fr/genesis-gear-tacit-sac-photo-l-vert.html,41.99,Genesis
FT_002624,Genesis Michigan,5901698712822,M01286,https://www.foto24.com/genesis-michigan-bolsa-fotografica.html,https://www.photo24.fr/genesis-michigan-sac-photo.html,37.99,Genesis
FT_009037,Genesis Cleaning Set for cameras / lenses / drones,5901698720513,M01307,https://www.foto24.com/kit-de-limpieza-genesis.html,https://www.photo24.fr/kit-de-nettoyage-genesis.html,9.99,Genesis
FT_009687,"Genesis Gear Mini Air Blower, Blue",5901698722784,M01308,https://www.foto24.com/fuelle-tornado-genesis-azul.html,https://www.photo24.fr/poire-soufflante-genesis-bleue.html,3.99,Genesis
FT_010217,Genesis Gear Universal Neck Strap Black,5901698724764,M01320,https://www.foto24.com/correa-genesis-gear-universal-negra.html,https://www.photo24.fr/sangle-genesis-gear-universelle-noire.html,4.99,Genesis
FT_003432,Riel de Deslizamiento Semicircular Genesis SK-GTX,5901698703295,M01338,https://www.foto24.com/riel-de-deslizamiento-semicircular-genesis-sk-gtx.html,https://www.photo24.fr/rail-de-travelling-semi-circulaire-genesis-sk-gtx.html,289.99,Genesis
FT_009529,Genesis Gear Step Up Ring Adapter for 49-52mm,5901698720858,MI10439,https://www.foto24.com/anillo-adaptador-hama-49mm-a-52mm.html,https://www.photo24.fr/bague-d-adaptation-genesis-49mm-52mm.html,10.99,Genesis